
respiratory failure,3200,1.0
hypotension,2965,0.9265625
shortness  breath,1794,0.560625
altered mental status,1786,0.558125
dka,1531,0.4784375
fever,1477,0.4615625
respiratory distress,1418,0.443125
dyspnea,1343,0.4196875
sepsis,1238,0.386875
abdominal pain,1140,0.35625
hypoxia,1117,0.3490625
resp failure,1114,0.348125
chest pain,915,0.2859375
sob,887,0.2771875
gi bleed,831,0.2596875
vomiting,575,0.1796875
hyperglycemia,530,0.165625
nausea,529,0.1653125
fevers,489,0.1528125
septic shock,451,0.1409375
weakness,449,0.1403125
hypoxemia,416,0.13
cough,394,0.123125
pneumonia,390,0.121875
lethargy,379,0.1184375
ams,363,0.1134375
anemia,355,0.1109375
diarrhea,352,0.11
renal failure,350,0.109375
arf,330,0.103125
fatigue,299,0.0934375
hypercarbic respiratory failure,291,0.0909375
tachycardia,288,0.09
acute renal failure,275,0.0859375
resp distress,260,0.08125
shock,258,0.080625
hypoglycemia,257,0.0803125
melena,241,0.0753125
hyperkalemia,227,0.0709375
syncope,226,0.070625
unresponsive,214,0.066875
hematemesis,210,0.065625
brbpr,205,0.0640625
confusion,198,0.061875
gib,198,0.061875
urosepsis,178,0.055625
back pain,173,0.0540625
bacteremia,173,0.0540625
fall,161,0.0503125
hemoptysis,153,0.0478125
i saw  examined the patient,152,0.0475
s/p fall,152,0.0475
osa,138,0.043125
chf,138,0.043125
htn,138,0.043125
pancreatitis,134,0.041875
pna,134,0.041875
malaise,133,0.0415625
seizure,132,0.04125
uti,130,0.040625
ards,128,0.04
headache,127,0.0396875
afib  rvr,124,0.03875
found down,123,0.0384375
dyspnea on exertion,120,0.0375
cellulitis,120,0.0375
afib,119,0.0371875
hypertension,118,0.036875
hypertensive urgency,117,0.0365625
encephalopathy,116,0.03625
obesity,113,0.0353125
liver failure,109,0.0340625
53 y.o.f.  panhypotituitarism,108,0.03375
nausea/vomiting,108,0.03375
tachypnea,107,0.0334375
n/v,107,0.0334375
hypothermia,106,0.033125
ugib,105,0.0328125
dizziness,104,0.0325
mental status changes,101,0.0315625
unresponsiveness,101,0.0315625
chills,101,0.0315625
rigors,101,0.0315625
abd pain,100,0.03125
bright red blood per rectum,98,0.030625
hypoxic respiratory failure,98,0.030625
diabetic ketoacidosis,97,0.0303125
nstemi,95,0.0296875
seizures,95,0.0296875
pea arrest,93,0.0290625
dm,92,0.02875
nausea  vomiting,90,0.028125
agitation,90,0.028125
hypoxemic respiratory failure,89,0.0278125
hypernatremia,88,0.0275
bradycardia,87,0.0271875
hyponatremia,83,0.0259375
etoh drawal,82,0.025625
gi bleeding,81,0.0253125
ascites,81,0.0253125
volume overload,80,0.025
aspiration pneumonia,75,0.0234375
delirium,75,0.0234375
persistent leukocytosis,74,0.023125
was physically present,73,0.0228125
sz,73,0.0228125
change in mental status,71,0.0221875
cva,71,0.0221875
was physically present  the,70,0.021875
respiratory failure.,70,0.021875
