
chest pain,2657,1.0
hypotension,1853,0.697403086187
shortness  breath,1706,0.64207753105
respiratory failure,1629,0.613097478359
dyspnea,1465,0.55137372977
respiratory distress,892,0.335716974031
sob,859,0.323296951449
abdominal pain,814,0.306360557019
sepsis,779,0.293187805796
fever,728,0.273993225442
altered mental status,678,0.255175009409
hypoxia,623,0.234474971773
gi bleed,519,0.195333082424
nausea,469,0.176514866391
vomiting,445,0.167482122695
resp failure,381,0.143394806172
dyspnea on exertion,335,0.126082047422
resp distress,278,0.104629281144
septic shock,274,0.103123823861
weakness,259,0.0974783590516
cad,239,0.0899510726383
hemoptysis,229,0.0861874294317
htn,226,0.0850583364697
cough,223,0.0839292435077
fatigue,221,0.0831765148664
syncope,214,0.0805419646218
tachycardia,197,0.0741437711705
diarrhea,197,0.0741437711705
fevers,190,0.0715092209259
cellulitis,183,0.0688746706812
melena,179,0.0673692133986
hypoxemia,176,0.0662401204366
stemi,173,0.0651110274746
gib,171,0.0643582988333
69-year-old m  severe copd on home 4l nc,171,0.0643582988333
anemia,171,0.0643582988333
pneumonia,166,0.06247647723
brbpr,165,0.0621001129093
hyperkalemia,163,0.061347384268
confusion,163,0.061347384268
nstemi,158,0.0594655626647
nausea/vomiting,150,0.0564546480994
hypoglycemia,148,0.055701919458
lethargy,148,0.055701919458
dizziness,130,0.0489273616861
fall,128,0.0481746330448
cad s/p,127,0.0477982687241
angina,122,0.0459164471208
s/p fall,120,0.0451637184795
shock,120,0.0451637184795
bacteremia,119,0.0447873541588
hypertensive urgency,117,0.0440346255175
headache,115,0.0432818968762
chf,114,0.0429055325555
copd,114,0.0429055325555
renal failure,113,0.0425291682349
ams,110,0.0414000752729
n/v/abd pain,109,0.0410237109522
n/v,108,0.0406473466315
hematemesis,105,0.0395182536696
dm,104,0.0391418893489
abd pain,103,0.0387655250282
coronary artery disease,103,0.0387655250282
dka,100,0.0376364320662
ascites,100,0.0376364320662
afib,99,0.0372600677456
hypertensive emergency,96,0.0361309747836
arf,93,0.0350018818216
hypertension,92,0.0346255175009
this is a 59 y.o. male  hd dependent esrd,90,0.0338727888596
respiratory failure.,89,0.033496424539
slurred speech,86,0.032367331577
